Time,Tamb,Cloudopacity,DHI,DNI,EBH,GHI,P
16-08-21 0:00,18.8,0,0,0,0,0,0
16-08-21 1:00,18.3,0,0,0,0,0,0
16-08-21 2:00,17.8,0,0,0,0,0,0
16-08-21 3:00,17.4,0,0,0,0,0,0
16-08-21 4:00,17.2,0,2,8,1,2,0
16-08-21 5:00,18.4,10,54,134,19,74,0
16-08-21 6:00,21.7,3.7,92,467,151,243,0
16-08-21 7:00,25.6,0,106,668,325,431,0
16-08-21 8:00,28.8,0,129,737,468,597,0
16-08-21 9:00,31.7,0,145,778,586,730,0
16-08-21 10:00,34,0,155,799,664,820,5.30789743666667
16-08-21 11:00,35.7,0,160,807,698,858,16.27978788
16-08-21 12:00,36.5,0.1,164,794,676,840,22.91553846
16-08-21 13:00,36.8,2.6,208,678,538,746,29.5445454533333
16-08-21 14:00,36.6,3.3,205,610,416,622,22.7829487166667
16-08-21 15:00,35.9,3.6,171,535,301,472,12.3148181833333
16-08-21 16:00,34.6,18.8,173,202,73,246,8.74761538333333
16-08-21 17:00,31.7,3.1,72,259,60,132,2.09436363633333
16-08-21 18:00,27.9,73.3,8,18,2,10,0.024025641
16-08-21 19:00,25,50.3,0,0,0,0,0
16-08-21 20:00,23.3,48.5,0,0,0,0,0
16-08-21 21:00,22.2,26,0,0,0,0,0
16-08-21 22:00,21.5,7,0,0,0,0,0
16-08-21 23:00,21,4.2,0,0,0,0,0
17-08-21 0:00,20.5,2.9,0,0,0,0,0
17-08-21 1:00,20,0.8,0,0,0,0,0
17-08-21 2:00,19.6,1.4,0,0,0,0,0
17-08-21 3:00,19.2,11.4,0,0,0,0,0
17-08-21 4:00,18.8,17.3,1,0,0,1,0.694769230666667
17-08-21 5:00,19.7,20.8,53,0,0,53,4.61257575666667
17-08-21 6:00,23.1,16.3,149,111,39,188,10.80851282
17-08-21 7:00,25.4,3.7,177,416,204,381,19.6044545466667
17-08-21 8:00,24.2,8.3,269,380,239,508,24.5218461533333
17-08-21 9:00,23.7,6.5,301,454,337,639,34.2424848333333
17-08-21 10:00,25.5,6.8,334,460,384,718,30.75025641
17-08-21 11:00,26.6,0,266,624,538,804,35.2507272666667
17-08-21 12:00,26.4,8.6,374,405,345,719,27.0846923066667
17-08-21 13:00,26.3,4.5,314,468,370,684,26.36890909
17-08-21 14:00,26.1,18.7,368,174,121,489,14.65328205
17-08-21 15:00,25.1,46.1,237,0,0,237,3.84436363666667
17-08-21 16:00,24,42.4,158,0,0,158,1.392974359
17-08-21 17:00,22,46.3,59,0,0,59,1.078151515
17-08-21 18:00,19,68,6,0,0,6,0.0435641026666667
17-08-21 19:00,16.6,71.9,0,0,0,0,0
17-08-21 20:00,15.2,77.4,0,0,0,0,0
17-08-21 21:00,14.4,47.4,0,0,0,0,0
17-08-21 22:00,13.8,46.6,0,0,0,0,0
17-08-21 23:00,13.2,52.8,0,0,0,0,0
18-08-21 0:00,12.7,63.4,0,0,0,0,0
18-08-21 1:00,12.3,61.1,0,0,0,0,0
18-08-21 2:00,12.1,51.5,0,0,0,0,0
18-08-21 3:00,12.5,54.2,0,0,0,0,0
18-08-21 4:00,13.2,25.8,1,0,0,1,0.235128205
18-08-21 5:00,14,50.8,25,0,0,25,1.703121212
18-08-21 6:00,14.8,68.9,74,0,0,74,8.21323077
18-08-21 7:00,15.4,33.3,228,93,50,278,19.46948485
18-08-21 8:00,15.9,5.6,220,504,322,542,27.4231538466667
18-08-21 9:00,16.5,4.3,240,585,436,676,31.041
18-08-21 10:00,17.4,63.4,237,65,51,288,9.67192307666667
18-08-21 11:00,18.5,79.9,169,0,0,169,8.27103030333333
18-08-21 12:00,19.2,71.1,239,0,0,239,10.0381282066667
18-08-21 13:00,19.2,78,168,0,0,168,9.14593939333333
18-08-21 14:00,19,72.1,182,0,0,182,6.99671795
18-08-21 15:00,18.6,67,163,0,0,163,6.61596969666667
18-08-21 16:00,18.6,34.2,171,102,38,209,6.02607692333333
18-08-21 17:00,18,18.8,96,109,16,112,1.96439393933333
18-08-21 18:00,15.5,38.6,9,46,5,13,0.0372820513333333
18-08-21 19:00,13.2,14.9,0,0,0,0,0
18-08-21 20:00,12.2,2.9,0,0,0,0,0
18-08-21 21:00,11.5,1.7,0,0,0,0,0
18-08-21 22:00,10.9,0,0,0,0,0,0
18-08-21 23:00,10.5,0,0,0,0,0,0
19-08-21 0:00,10.4,0.7,0,0,0,0,0
19-08-21 1:00,10.3,3.2,0,0,0,0,0
19-08-21 2:00,10.1,0,0,0,0,0,0
19-08-21 3:00,9.8,0.5,0,0,0,0,0
19-08-21 4:00,9.5,0,1,7,1,2,0.735282051333333
19-08-21 5:00,10.7,0,32,353,52,84,4.42581818333333
19-08-21 6:00,13.9,0,61,637,197,258,12.91174359
19-08-21 7:00,17.5,0,79,767,366,446,21.63009091
19-08-21 8:00,20.3,0,91,839,526,617,28.3511025633333
19-08-21 9:00,22.1,0,99,881,657,756,33.2514242433333
19-08-21 10:00,23.5,0,101,907,747,849,37.2135641
19-08-21 11:00,24.6,0,103,916,785,888,37.7885454666667
19-08-21 12:00,25.1,0,102,912,768,870,35.8702820666667
19-08-21 13:00,25.1,0,97,896,700,798,32.0058484833333
19-08-21 14:00,25.1,0,90,865,587,677,25.73097436
19-08-21 15:00,24.6,0,81,809,437,518,17.68109091
19-08-21 16:00,23.8,0,66,710,268,334,8.77910256333333
19-08-21 17:00,21.6,0,44,517,105,149,2.13369696966667
19-08-21 18:00,18,33.8,8,58,6,14,0.0264102563333333
19-08-21 19:00,15.5,0.2,0,0,0,0,0
19-08-21 20:00,14.3,0,0,0,0,0,0
19-08-21 21:00,13.4,0,0,0,0,0,0
19-08-21 22:00,12.7,0,0,0,0,0,0
19-08-21 23:00,12.1,0,0,0,0,0,0
20-08-21 0:00,11.7,0,0,0,0,0,0
20-08-21 1:00,11.3,0,0,0,0,0,0
20-08-21 2:00,10.8,0,0,0,0,0,0
20-08-21 3:00,10.5,0,0,0,0,0,0
20-08-21 4:00,10.3,0,1,5,0,1,0.734615384666667
20-08-21 5:00,11.7,1.3,35,292,43,78,4.21954545333333
20-08-21 6:00,15.3,0,66,602,184,250,12.45523077
20-08-21 7:00,19.2,0,87,734,349,436,20.9640606066667
20-08-21 8:00,22.1,0,102,806,503,606,27.5934102566667
20-08-21 9:00,24.1,0,113,847,629,742,32.3731515166667
20-08-21 10:00,25.7,0,120,869,714,833,35.5558205
20-08-21 11:00,27.2,0,123,877,749,872,36.0396666666667
20-08-21 12:00,28.1,0,123,871,731,855,34.2209743666667
20-08-21 13:00,28.3,1.2,139,814,634,774,30.16890909
20-08-21 14:00,28.1,4.7,174,675,458,632,24.4891538466667
20-08-21 15:00,27.6,4.3,147,624,331,478,16.7430303033333
20-08-21 16:00,26.8,0,82,631,236,318,8.09282051333333
20-08-21 17:00,24.5,0,52,415,84,136,1.84842424233333
20-08-21 18:00,20.5,39.6,8,40,4,11,0.0176410256666667
20-08-21 19:00,17.5,18,0,0,0,0,0
20-08-21 20:00,16.2,9.1,0,0,0,0,0
20-08-21 21:00,15.4,4.6,0,0,0,0,0
20-08-21 22:00,14.8,4.7,0,0,0,0,0
20-08-21 23:00,14.3,5.1,0,0,0,0,0
21-08-21 0:00,14.5,0,0,0,0,0,0
21-08-21 1:00,14.6,23.8,0,0,0,0,0
21-08-21 2:00,14.3,65.8,0,0,0,0,0
21-08-21 3:00,14.2,50.4,0,0,0,0,0
21-08-21 4:00,14.3,52.2,1,0,0,1,0.493948718
21-08-21 5:00,15.4,41.5,43,0,0,43,4.23451515
21-08-21 6:00,18.1,21.2,145,110,39,184,12.2598205133333
21-08-21 7:00,21.3,8.9,178,419,199,376,19.4958787866667
21-08-21 8:00,23.9,1.1,144,693,433,577,26.2790769233333
21-08-21 9:00,25.7,0.7,157,754,557,714,31.7775757566667
21-08-21 10:00,26.9,0.9,170,774,634,804,34.6122820666667
21-08-21 11:00,27.9,0,157,816,694,851,34.4537272666667
21-08-21 12:00,28.4,2,189,753,630,819,34.6399743666667
21-08-21 13:00,28.4,9.5,288,515,402,691,29.4074242433333
21-08-21 14:00,28.2,6.6,228,555,368,597,22.98276923
21-08-21 15:00,27.5,1.2,140,629,335,475,16.92178788
21-08-21 16:00,26.7,0,100,537,199,299,7.56548718
21-08-21 17:00,24.4,1.3,58,314,64,122,1.83566666666667
21-08-21 18:00,20.8,39.8,8,1,0,8,0.00956410266666667
21-08-21 19:00,18.5,0.2,0,0,0,0,0
21-08-21 20:00,17.6,0,0,0,0,0,0
21-08-21 21:00,16.9,0,0,0,0,0,0
21-08-21 22:00,16.2,0,0,0,0,0,0
21-08-21 23:00,15.6,0,0,0,0,0,0
22-08-21 0:00,15.1,0,0,0,0,0,0
22-08-21 1:00,14.7,0,0,0,0,0,0
22-08-21 2:00,14.2,0,0,0,0,0,0
22-08-21 3:00,13.8,0,0,0,0,0,0
22-08-21 4:00,13.6,0,1,1,0,1,0.555615384666667
22-08-21 5:00,14.8,11.1,49,38,4,53,3.77036363666667
22-08-21 6:00,17.9,7.7,113,286,93,206,11.0401282066667
22-08-21 7:00,21.4,0,132,572,269,401,19.6098181833333
22-08-21 8:00,24.5,0,160,662,410,571,26.0525897433333
22-08-21 9:00,26.7,0.1,180,715,527,707,31.0871515166667
22-08-21 10:00,28.3,3.5,235,662,540,774,34.3440256333333
22-08-21 11:00,29.3,5.8,274,611,518,793,35.1935757666667
22-08-21 12:00,29.9,4.3,243,656,546,789,33.3330512833333
22-08-21 13:00,30.1,4.5,228,638,492,720,29.57578788
22-08-21 14:00,30,5,202,599,402,604,23.86902564
22-08-21 15:00,29.5,1.4,136,637,334,470,16.3139393933333
22-08-21 16:00,28.4,0,92,567,207,299,7.20987179333333
22-08-21 17:00,25.6,1.5,53,350,70,123,1.59263636366667
22-08-21 18:00,21.7,40.4,8,1,0,8,0.00264102566666667
22-08-21 19:00,19.2,0.2,0,0,0,0,0
22-08-21 20:00,18,0,0,0,0,0,0
22-08-21 21:00,17.2,0,0,0,0,0,0
22-08-21 22:00,16.4,0,0,0,0,0,0
22-08-21 23:00,15.7,0,0,0,0,0,0
23-08-21 0:00,15.2,0,0,0,0,0,0
23-08-21 1:00,14.9,0,0,0,0,0,0
23-08-21 2:00,14.4,0,0,0,0,0,0
23-08-21 3:00,14,0,0,0,0,0,0
23-08-21 4:00,13.8,0,1,2,0,1,0.652589743666667
23-08-21 5:00,14.7,13.8,48,48,5,54,3.95775757666667
23-08-21 6:00,18,12.9,124,247,79,202,11.1052051266667
23-08-21 7:00,21.9,0.6,116,629,295,411,19.1995757566667
23-08-21 8:00,25.2,0,135,725,447,582,25.3315641033333
23-08-21 9:00,27.9,0,152,770,565,717,30.1304545466667
23-08-21 10:00,30.2,0,164,790,642,806,33.3444102666667
23-08-21 11:00,32.1,0,170,797,673,843,33.9543030333333
23-08-21 12:00,33.3,0.5,179,771,640,819,32.1006153833333
23-08-21 13:00,33.6,7.6,270,543,421,692,27.96360606
23-08-21 14:00,33.4,5.7,231,538,353,584,21.8875641033333
23-08-21 15:00,32.7,1.5,160,555,291,451,12.44460606
23-08-21 16:00,31.3,5.3,131,352,133,264,6.13692307666667
23-08-21 17:00,28.5,8.5,76,104,17,94,0.912696969666667
23-08-21 18:00,24.5,10.4,7,3,0,8,0.000230769333333333
23-08-21 19:00,21.6,20.5,0,0,0,0,0
23-08-21 20:00,19.9,23,0,0,0,0,0
23-08-21 21:00,17.7,33,0,0,0,0,0
23-08-21 22:00,15.6,20.2,0,0,0,0,0
23-08-21 23:00,14.7,11.7,0,0,0,0,0
24-08-21 0:00,14.2,5.7,0,0,0,0,0
24-08-21 1:00,13.9,3.6,0,0,0,0,0
24-08-21 2:00,13.8,40.2,0,0,0,0,0
24-08-21 3:00,13.7,50.5,0,0,0,0,0
24-08-21 4:00,13.6,58.7,0,0,0,0,0.252
24-08-21 5:00,14.4,59.6,17,0,0,17,1.867151515
24-08-21 6:00,16.2,76.9,43,0,0,43,7.16523077
24-08-21 7:00,17.9,62.1,128,0,0,128,8.70412121333333
24-08-21 8:00,20,63.4,181,0,0,181,10.3245897433333
24-08-21 9:00,22,76.3,145,0,0,145,4.75196969666667
24-08-21 10:00,23.3,74.9,171,0,0,171,12.7239487166667
24-08-21 11:00,24.3,39.1,431,0,0,431,28.2000303033333
24-08-21 12:00,24.6,29.9,480,0,0,480,26.5840512833333
24-08-21 13:00,24.5,19.7,487,0,0,487,23.5150303033333
24-08-21 14:00,24.2,38.5,307,0,0,307,9.51289743666667
24-08-21 15:00,23.3,52.9,163,0,0,163,4.14151515
24-08-21 16:00,21.7,48.9,99,0,0,99,0.858589743666667
24-08-21 17:00,19,42,40,0,0,40,0.012030303
24-08-21 18:00,16.6,83.1,1,0,0,1,0
24-08-21 19:00,15.8,85.1,0,0,0,0,0
24-08-21 20:00,15.7,72.5,0,0,0,0,0
24-08-21 21:00,15.3,54.3,0,0,0,0,0
24-08-21 22:00,14.7,55.1,0,0,0,0,0
24-08-21 23:00,14.3,42.9,0,0,0,0,0
25-08-21 0:00,14,58.7,0,0,0,0,0
25-08-21 1:00,13.7,66.7,0,0,0,0,0
25-08-21 2:00,13.4,87.8,0,0,0,0,0
25-08-21 3:00,13.4,96.1,0,0,0,0,0
25-08-21 4:00,13.7,89.2,0,0,0,0,0
25-08-21 5:00,14.1,82.1,5,0,0,5,0.00324242433333333
25-08-21 6:00,14.3,87,21,0,0,21,0.438871795
25-08-21 7:00,14.6,84.7,45,0,0,45,1.04278787866667
25-08-21 8:00,15.2,84.4,72,0,0,72,1.216051282
25-08-21 9:00,15.2,80.7,112,0,0,112,4.49090909
25-08-21 10:00,14.5,83,111,0,0,111,5.21246154
25-08-21 11:00,14,78.6,150,0,0,150,10.0809696966667
25-08-21 12:00,14,70.5,206,0,0,206,8.80217948666667
25-08-21 13:00,14.2,69.8,191,0,0,191,7.88060606
25-08-21 14:00,14,67,174,0,0,174,4.62120512666667
25-08-21 15:00,13.8,68.7,121,0,0,121,2.77957575766667
25-08-21 16:00,13.9,67.1,71,0,0,71,1.25151282066667
25-08-21 17:00,13.8,47,39,0,0,39,0.383272727333333
25-08-21 18:00,13.5,49.5,3,0,0,3,0
25-08-21 19:00,13.3,47.5,0,0,0,0,0
25-08-21 20:00,13,24.8,0,0,0,0,0
25-08-21 21:00,12.7,30.2,0,0,0,0,0
25-08-21 22:00,12.5,55.9,0,0,0,0,0
25-08-21 23:00,12.2,49.7,0,0,0,0,0
26-08-21 0:00,11.9,59,0,0,0,0,0
26-08-21 1:00,11.7,73.3,0,0,0,0,0
26-08-21 2:00,11.8,82.7,0,0,0,0,0
26-08-21 3:00,11.9,89.4,0,0,0,0,0
26-08-21 4:00,11.7,82,0,0,0,0,0.168256410333333
26-08-21 5:00,12.2,72.5,13,0,0,13,1.53127272733333
26-08-21 6:00,13.5,54.4,92,0,0,92,6.22084615333333
26-08-21 7:00,15.4,43.1,198,28,15,214,14.7515757566667
26-08-21 8:00,17.7,16.8,324,209,124,448,23.76676923
26-08-21 9:00,19.8,34.1,433,22,15,447,20.214
26-08-21 10:00,21.6,34.8,458,65,54,512,34.1453589666667
26-08-21 11:00,23,16,400,347,290,691,36.3264242333333
26-08-21 12:00,23.1,11.9,344,445,365,709,35.9325897333333
26-08-21 13:00,22.5,30,439,94,74,513,26.1646363633333
26-08-21 14:00,22.4,37.5,380,0,0,380,15.33623077
26-08-21 15:00,22.2,37.9,279,7,4,283,8.02803030333333
26-08-21 16:00,21.6,23,158,138,52,210,4.44717948666667
26-08-21 17:00,19.8,31.2,70,2,0,70,0.962545454666667
26-08-21 18:00,17.1,46.2,3,0,0,3,0.000948718
26-08-21 19:00,15.4,32.7,0,0,0,0,0
26-08-21 20:00,14.7,23.9,0,0,0,0,0
26-08-21 21:00,14.5,16.9,0,0,0,0,0
26-08-21 22:00,14.8,21.5,0,0,0,0,0
26-08-21 23:00,14.7,41.2,0,0,0,0,0
27-08-21 0:00,13.8,33.7,0,0,0,0,0
27-08-21 1:00,12.8,31.4,0,0,0,0,0
27-08-21 2:00,12.4,16.1,0,0,0,0,0
27-08-21 3:00,12.2,0,0,0,0,0,0
27-08-21 4:00,12,2.1,0,1,0,0,0.441
27-08-21 5:00,12.7,13.2,43,31,3,45,4.58566666666667
27-08-21 6:00,14.7,31.1,131,58,20,151,9.58448718
27-08-21 7:00,16.7,41.2,212,37,14,226,17.2081212133333
27-08-21 8:00,17.4,50.6,276,0,0,276,18.7713589733333
27-08-21 9:00,17,39.7,413,3,2,416,18.8827575766667
27-08-21 10:00,16.2,64.3,277,0,0,277,15.0184358966667
27-08-21 11:00,16,75.3,201,0,0,201,10.28778788
27-08-21 12:00,17.1,80.5,154,0,0,154,10.3666410266667
27-08-21 13:00,18.3,76.8,165,0,0,165,7.57121212
27-08-21 14:00,18.8,72.7,157,0,0,157,7.48289743666667
27-08-21 15:00,18.4,62.8,155,0,0,155,3.958
27-08-21 16:00,17.1,58.1,104,0,0,104,1.164076923
27-08-21 17:00,15.5,36.2,50,0,0,50,0.225969697
27-08-21 18:00,14.2,63.3,2,0,0,2,0
27-08-21 19:00,13.7,61,0,0,0,0,0
27-08-21 20:00,13.5,64,0,0,0,0,0
27-08-21 21:00,12.7,60.6,0,0,0,0,0
27-08-21 22:00,11.5,48.8,0,0,0,0,0
27-08-21 23:00,10.8,44.7,0,0,0,0,0
28-08-21 0:00,10.6,34.5,0,0,0,0,0
28-08-21 1:00,10.7,35.1,0,0,0,0,0
28-08-21 2:00,10.8,41.7,0,0,0,0,0
28-08-21 3:00,10.4,94.2,0,0,0,0,0
28-08-21 4:00,9.9,73.2,0,0,0,0,0.147923077
28-08-21 5:00,10.5,63.3,15,0,0,15,0.994515151666667
28-08-21 6:00,11.8,87.3,23,0,0,23,2.405974359
28-08-21 7:00,13.5,77.7,83,0,0,83,8.41803030333333
28-08-21 8:00,14.9,70.5,155,0,0,155,7.40038461666667
28-08-21 9:00,16.6,66.8,222,0,0,222,10.02251515
28-08-21 10:00,18.8,63.4,280,0,0,280,20.81828205
28-08-21 11:00,20.5,60.6,315,0,0,315,26.34230303
28-08-21 12:00,21.2,43.6,436,2,2,438,16.58028205
28-08-21 13:00,21.1,55.7,315,0,0,315,11.3423636366667
28-08-21 14:00,20,68,187,0,0,187,8.50602564
28-08-21 15:00,18,64.8,150,0,0,150,8.62196969666667
28-08-21 16:00,16.7,53.4,115,0,0,115,4.85084615333333
28-08-21 17:00,15.5,34.4,55,0,0,55,0.271727272666667
28-08-21 18:00,13.4,62.6,1,0,0,1,0
28-08-21 19:00,11.9,83.4,0,0,0,0,0
28-08-21 20:00,11.8,88.2,0,0,0,0,0
28-08-21 21:00,11.8,92.8,0,0,0,0,0
28-08-21 22:00,11.6,96,0,0,0,0,0
28-08-21 23:00,11.5,94.5,0,0,0,0,0
29-08-21 0:00,11.5,60,0,0,0,0,0
29-08-21 1:00,11.5,61.1,0,0,0,0,0
29-08-21 2:00,11.4,64.5,0,0,0,0,0
29-08-21 3:00,11.3,47.9,0,0,0,0,0
29-08-21 4:00,11.2,49.3,0,0,0,0,0.121589743666667
29-08-21 5:00,11.2,59.4,13,0,0,13,0.888636363666667
29-08-21 6:00,11.3,79.3,38,0,0,38,3.84123077
29-08-21 7:00,11.3,81.3,68,0,0,68,5.82342424333333
29-08-21 8:00,11.4,76.2,127,0,0,127,9.88310256333333
29-08-21 9:00,11.5,70.1,199,0,0,199,10.4348484833333
29-08-21 10:00,11.6,72.6,203,0,0,203,11.34225641
29-08-21 11:00,12.3,81.1,147,0,0,147,5.08318181666667
29-08-21 12:00,12.9,85.2,113,0,0,113,9.08720512666667
29-08-21 13:00,12.9,77.7,159,0,0,159,4.27972727333333
29-08-21 14:00,12.7,62.7,210,0,0,210,14.5035641033333
29-08-21 15:00,13.1,47.9,223,0,0,223,5.42727272666667
29-08-21 16:00,13.7,44.7,133,0,0,133,2.441
29-08-21 17:00,13.1,27.7,59,0,0,59,0.0584242423333333
29-08-21 18:00,12,42.8,2,0,0,2,0
29-08-21 19:00,11.7,60.1,0,0,0,0,0
29-08-21 20:00,11.7,50.1,0,0,0,0,0
29-08-21 21:00,11.6,46.8,0,0,0,0,0
29-08-21 22:00,11.4,46.9,0,0,0,0,0
29-08-21 23:00,11.3,47.2,0,0,0,0,0
30-08-21 0:00,11.3,35.4,0,0,0,0,0
30-08-21 1:00,11.2,15.2,0,0,0,0,0
30-08-21 2:00,10.6,0,0,0,0,0,0
30-08-21 3:00,9.7,0,0,0,0,0,0
30-08-21 4:00,9.3,0,0,0,0,0,0.422076923
30-08-21 5:00,9.8,3.5,31,121,17,48,3.24527272733333
30-08-21 6:00,11.5,17.1,131,157,36,167,12.34248718
30-08-21 7:00,13.7,19.7,214,224,106,320,21.5718787866667
30-08-21 8:00,16.1,15.7,268,346,211,479,28.07371795
30-08-21 9:00,18.3,3.9,181,694,497,678,32.77769697
30-08-21 10:00,20.1,4.5,200,711,562,761,33.3598205
30-08-21 11:00,21.3,9.1,273,592,487,760,33.3968485
30-08-21 12:00,22,8.4,256,611,493,749,35.3346410333333
30-08-21 13:00,22.2,6.7,216,643,476,692,31.4311818166667
30-08-21 14:00,22.1,1.9,132,749,473,605,24.5081282066667
30-08-21 15:00,21.4,0,91,737,364,455,15.93
30-08-21 16:00,20.3,0,71,610,200,271,6.48382051333333
30-08-21 17:00,17.7,3.6,38,349,57,95,1.01530303033333
30-08-21 18:00,14.6,39.6,2,1,0,2,0
30-08-21 19:00,13.1,0.1,0,0,0,0,0
30-08-21 20:00,12.5,0,0,0,0,0,0
30-08-21 21:00,11.9,0,0,0,0,0,0
30-08-21 22:00,11.5,0,0,0,0,0,0
30-08-21 23:00,11.1,0,0,0,0,0,0
31-08-21 0:00,10.8,4.9,0,0,0,0,0
31-08-21 1:00,10.6,11,0,0,0,0,0
31-08-21 2:00,10.4,2,0,0,0,0,0
31-08-21 3:00,10.2,0,0,0,0,0,0
31-08-21 4:00,10,11,0,0,0,0,0.483615384666667
31-08-21 5:00,10.8,16.1,32,82,13,45,3.55645454666667
31-08-21 6:00,13.2,23.7,112,180,40,152,7.76376923
31-08-21 7:00,15.9,48,197,21,10,207,11.9453333333333
31-08-21 8:00,17.2,37.9,325,42,25,350,19.7379487166667
31-08-21 9:00,18.6,37.8,403,41,30,433,16.0795454533333
31-08-21 10:00,21.3,15.8,286,476,381,667,33.4978205
31-08-21 11:00,23.4,9.4,267,588,481,747,36.3995454666667
31-08-21 12:00,23.4,11,282,539,433,716,30.66523077
31-08-21 13:00,22,14.5,298,442,324,621,23.42939394
31-08-21 14:00,21.5,19,215,432,281,496,10.3453333333333
31-08-21 15:00,21.5,13.2,192,401,187,379,13.9276666666667
31-08-21 16:00,20.5,1.7,85,529,168,254,3.68979487333333
31-08-21 17:00,18.2,20.6,50,137,25,75,0.427757575666667
31-08-21 18:00,16.2,64.6,1,0,0,1,0
31-08-21 19:00,15.1,50.2,0,0,0,0,0
31-08-21 20:00,14.1,50.7,0,0,0,0,0
31-08-21 21:00,13.3,9.1,0,0,0,0,0
31-08-21 22:00,12.8,0,0,0,0,0,0
31-08-21 23:00,12.4,0,0,0,0,0,0
01-09-21 0:00,12,7.7,0,0,0,0,0
01-09-21 1:00,11.7,12,0,0,0,0,0
01-09-21 2:00,11.5,1.8,0,0,0,0,0
01-09-21 3:00,11.2,5.3,0,0,0,0,0
01-09-21 4:00,10.9,1.3,0,0,0,0,0.380820512666667
01-09-21 5:00,11.5,16.6,36,16,2,38,3.43945454666667
01-09-21 6:00,13.6,16.5,111,231,62,173,10.0016666666667
01-09-21 7:00,16.2,42,169,133,65,234,17.3283333333333
01-09-21 8:00,17.5,32.3,290,151,83,373,10.1149230766667
01-09-21 9:00,17.9,47.9,361,0,0,361,14.1269696966667
01-09-21 10:00,17.5,47.5,403,0,0,403,19.2080769233333
01-09-21 11:00,18.2,53.5,372,0,0,372,21.02951515
01-09-21 12:00,19.1,44.1,437,0,0,437,22.7235897433333
01-09-21 13:00,19.1,43.2,402,0,0,402,21.71860606
01-09-21 14:00,19.5,32.1,348,78,47,395,14.95653846
01-09-21 15:00,19.9,43.9,242,0,0,243,8.91521212
01-09-21 16:00,19.4,36.8,147,23,6,153,4.57825641
01-09-21 17:00,17.6,18,55,98,11,66,0.675303030333333
01-09-21 18:00,15.2,56,1,0,0,1,0
01-09-21 19:00,14,33.8,0,0,0,0,0
01-09-21 20:00,13.3,44.6,0,0,0,0,0
01-09-21 21:00,12.1,42.9,0,0,0,0,0
01-09-21 22:00,11.6,43.1,0,0,0,0,0
01-09-21 23:00,11.2,29.4,0,0,0,0,0
02-09-21 0:00,10.9,11.1,0,0,0,0,0
02-09-21 1:00,10.6,36.2,0,0,0,0,0
02-09-21 2:00,10.2,44.3,0,0,0,0,0
02-09-21 3:00,9.9,19.9,0,0,0,0,0
02-09-21 4:00,9.5,10,0,0,0,0,0.327666666666667
02-09-21 5:00,10,12.1,31,90,11,42,3.28821212133333
02-09-21 6:00,12.5,4.7,81,428,117,197,10.84648718
02-09-21 7:00,15.3,4.9,128,554,242,371,21.6121515166667
02-09-21 8:00,16.9,26.1,297,201,111,408,20.0866410266667
02-09-21 9:00,18.3,29.8,409,110,79,488,26.35548485
02-09-21 10:00,19.6,19.1,383,321,250,632,18.96151282
02-09-21 11:00,20.6,33.9,482,75,61,543,25.0278181833333
02-09-21 12:00,21.1,34.5,431,118,95,526,19.4872051266667
02-09-21 13:00,21.2,40.8,416,17,12,428,20.64309091
02-09-21 14:00,20.9,24.3,315,227,141,456,14.3563589733333
02-09-21 15:00,20.3,34.3,265,47,24,289,10.53278788
02-09-21 16:00,19.3,13.9,119,324,96,215,6.09305128333333
02-09-21 17:00,16.9,16,44,180,30,74,0.810757575666667
02-09-21 18:00,14.2,41.5,1,0,0,1,0
02-09-21 19:00,13,7.8,0,0,0,0,0
02-09-21 20:00,12.3,18.5,0,0,0,0,0
02-09-21 21:00,11.9,41.6,0,0,0,0,0
02-09-21 22:00,12.1,52,0,0,0,0,0
02-09-21 23:00,12.3,48.1,0,0,0,0,0
03-09-21 0:00,12,41.8,0,0,0,0,0
03-09-21 1:00,11.5,27.7,0,0,0,0,0
03-09-21 2:00,10.9,6.1,0,0,0,0,0
03-09-21 3:00,10.2,4.4,0,0,0,0,0
03-09-21 4:00,9.5,0,0,0,0,0,0.345282051333333
03-09-21 5:00,10.1,1.7,24,165,20,45,3.23118181833333
03-09-21 6:00,12.6,0,64,527,140,204,10.3730769233333
03-09-21 7:00,15.8,0,90,685,298,388,19.6451818166667
03-09-21 8:00,18.6,0,109,769,449,557,26.4899230766667
03-09-21 9:00,20.6,0.3,124,810,568,692,32.0320606066667
03-09-21 10:00,21.6,16.3,329,424,326,655,36.0782820666667
03-09-21 11:00,22.3,37.8,496,17,13,510,30.0068484833333
03-09-21 12:00,22.7,33.6,484,60,47,530,24.86153846
03-09-21 13:00,22.9,15.2,299,440,314,612,21.7585454533333
03-09-21 14:00,22.8,4.4,153,686,419,572,23.2903846166667
03-09-21 15:00,22.2,1,94,715,339,433,13.4813636366667
03-09-21 16:00,21.1,0.6,68,603,185,253,5.59415384666667
03-09-21 17:00,18.3,9.8,33,285,45,79,0.675575757666667
03-09-21 18:00,15.1,37.3,1,0,0,1,0
03-09-21 19:00,13.5,0.1,0,0,0,0,0
03-09-21 20:00,12.7,0,0,0,0,0,0
03-09-21 21:00,12,0,0,0,0,0,0
03-09-21 22:00,11.5,0,0,0,0,0,0
03-09-21 23:00,11,3,0,0,0,0,0
04-09-21 0:00,10.6,30.9,0,0,0,0,0
04-09-21 1:00,10.4,23.4,0,0,0,0,0
04-09-21 2:00,10.2,20.8,0,0,0,0,0
04-09-21 3:00,10.1,7,0,0,0,0,0
